payment_id,order_id,method,amount_paise,fee_paise,tax_paise,status,created_at,settlement_id
pay_6Ic1m0qg8JfFSt,order_GNQKXosd3vC2Lo,netbanking,567900,9654,1738,failed,2025-05-09T07:29:28,
pay_Rmk1OAHjvgV508,order_nsLWCoQdh4W68L,card,21700,434,78,captured,2025-05-09T14:02:03,setl_GvnmnVOVu1xzDl
pay_pm6TTs3Urqg54f,order_Rwy0o4BDFvjqkK,upi,1117500,3353,604,captured,2025-05-09T07:41:45,setl_rBg4shLOpllZl4
pay_bPZGD9yaKtuFrE,order_GM0MOspoLnCxF3,wallet,622200,12444,2240,captured,2025-05-09T07:37:51,setl_GvnmnVOVu1xzDl
pay_3W2vJZuJYVN9qY,order_VxdvTPbSedpDT0,upi,43700,131,24,captured,2025-05-10T12:01:31,setl_IHxDfqTYA8mSCY
pay_fYgOuWM1V5wRs0,order_gKXQ9aXNkb2khR,upi,73600,221,40,captured,2025-05-10T07:12:49,setl_IHxDfqTYA8mSCY
pay_a2pAWSgNopQd7g,order_rQiNsLzuRWnzu8,upi,27600,83,15,captured,2025-05-10T17:35:46,setl_IHxDfqTYA8mSCY
pay_xEaLZhZkP74Tyl,order_XRM1IVRHv4Lzwn,card,688800,13776,2480,captured,2025-05-10T08:31:24,setl_cJzpAwRPB7eNu7
pay_MPAMMBhdJZfuvw,order_qnYIc3G7rEUN8e,card,866100,17322,3118,captured,2025-05-10T20:03:26,setl_cJzpAwRPB7eNu7
pay_AIsOWhOmAWq9sY,order_BsoGP6A7YnaQOx,card,10200,204,37,captured,2025-05-10T08:28:01,setl_cJzpAwRPB7eNu7
pay_hG9LZcVc6rNtN0,order_PPI8aJVVVRsHok,upi,2458982,7377,1328,captured,2025-05-10T21:54:03,setl_IHxDfqTYA8mSCY
pay_WJcwd4tr4W4Cyx,order_ir6zaCubJbXHIT,upi,27000,81,15,captured,2025-05-10T12:25:15,setl_IHxDfqTYA8mSCY
pay_WY5e8x3RVPdyH8,order_qtlhzUZIXxvg0a,upi,41300,124,22,captured,2025-05-10T13:59:49,setl_IHxDfqTYA8mSCY
pay_rM8bWrSl8iONXx,order_7MiSl7MybIPxd4,upi,9100,27,5,captured,2025-05-10T14:50:51,setl_IHxDfqTYA8mSCY
pay_TAX7P7mwY5bMLR,order_7CbXZt9EsrffMb,card,37686,754,136,captured,2025-05-10T18:35:29,setl_cJzpAwRPB7eNu7
pay_lVm9hUNKcilZoF,order_M09HFjRflDwAtH,upi,35500,107,19,captured,2025-05-10T15:11:09,setl_IHxDfqTYA8mSCY
pay_ukuLian1PtenRi,order_bJhZ2daCnU0aIO,upi,22730,68,12,refunded,2025-05-10T15:35:58,
pay_VRKienYnxxKYZK,order_jMmBZIGRJdwSqR,card,14000,280,50,captured,2025-05-10T15:15:32,setl_cJzpAwRPB7eNu7
pay_Ld7ZEOcpChDjD0,order_jMmBZIGRJdwSqR,wallet,14000,280,50,failed,2025-05-10T11:32:06,
pay_gYH5VZEADdn82g,order_pWgTxChTXVmE23,card,2288100,45762,8237,captured,2025-05-11T19:18:16,setl_j0hINPkbJOPZMm
pay_0xzaLNINwHycqY,order_UHtA1vZzMbY1jZ,upi,1168300,3505,631,captured,2025-05-11T14:56:57,setl_9zFkPplN9yMkFJ
pay_2UDEPYNQoYlhDl,order_2rrvioPmgpPWiq,netbanking,37200,632,114,captured,2025-05-11T12:37:06,setl_j0hINPkbJOPZMm
pay_hLmQMoXnG2RfP7,order_Bkcg372myLQgZ5,upi,1165900,3498,630,captured,2025-05-11T17:13:55,setl_9zFkPplN9yMkFJ
pay_LtdzTGjEjVHSrf,order_snJYn32k1CFkRb,card,106463,2129,383,captured,2025-05-11T14:24:52,setl_j0hINPkbJOPZMm
pay_lmr5FdsdWnEEyX,order_snJYn32k1CFkRb,upi,106463,319,57,failed,2025-05-11T17:38:10,
pay_8G4av4BGqpZjCx,order_E3dC5ELJ3lF1Fr,upi,37600,113,20,refunded,2025-05-11T19:39:50,
pay_MiJf3zytOPhPDL,order_94hpggcSCMDHq3,upi,66600,200,36,captured,2025-05-11T21:08:10,setl_9zFkPplN9yMkFJ
pay_71Ssc7A1Vr6ni3,order_CaAapTgQKak9lV,netbanking,1938900,32961,5933,captured,2025-05-12T14:47:03,setl_iQSPBi0CTt8zGA
pay_0PqbD0mcqBfpmF,order_JTgfCMH3pchE0a,upi,20800,62,11,captured,2025-05-12T14:15:25,setl_iQSPBi0CTt8zGA
pay_n1K5Xmp8WoQIo9,order_RBfdWCiH73KUx3,upi,8800,26,5,captured,2025-05-12T11:43:08,setl_iQSPBi0CTt8zGA
pay_1U9qyddjTE2GMC,order_Ua5hRspDCD7swk,upi,188600,566,102,captured,2025-05-12T19:52:56,setl_iQSPBi0CTt8zGA
pay_diMJkevem5gLIX,order_WGJB1hADZ0uyyM,card,79627,1593,287,captured,2025-05-12T08:25:48,setl_iQSPBi0CTt8zGA
pay_ouZvAhW2zGGJGs,order_gnzXXaTzvhmypB,upi,1118736,3356,604,captured,2025-05-12T20:20:13,setl_iQSPBi0CTt8zGA
pay_u96ZdtbfjbOaT4,order_wGO6l5Oe5fAzn2,upi,2207800,6623,1192,captured,2025-05-12T10:15:32,setl_iQSPBi0CTt8zGA
pay_mZOS8CPn9AJr8k,order_fsHEtcHCj4Wih9,card,113200,2264,408,captured,2025-05-12T16:43:12,setl_iQSPBi0CTt8zGA
pay_rj6AaR6RyxKehn,order_zOOlDxLMaDH0wv,upi,67600,203,37,captured,2025-05-12T21:40:13,setl_iQSPBi0CTt8zGA
pay_eg6DUdQY7RbDg6,order_vofkAhCMuxVVfG,wallet,16400,328,59,captured,2025-05-13T12:19:41,setl_pjBjCtsXlrgYOg
pay_2AaJxqXG5uZJTn,order_vofkAhCMuxVVfG,upi,16400,49,9,captured,2025-05-13T13:49:41,setl_pjBjCtsXlrgYOg
pay_T2tZToVpGLZ4gB,order_j1WZ9yAoGxzf7W,upi,14400,43,8,captured,2025-05-13T16:45:56,setl_pjBjCtsXlrgYOg
pay_RgeGj0wdWw3zRE,order_IEcI9iyKifUJof,upi,67700,203,37,captured,2025-05-13T20:03:32,setl_pjBjCtsXlrgYOg
pay_WZaCRLNMdypJcs,order_VLh2UyzdsKy2Bi,card,280300,5606,1009,captured,2025-05-13T11:33:21,setl_pjBjCtsXlrgYOg
pay_iWZaI760nYoKTT,order_xc2ciRHKL0M9IZ,upi,2882013,8646,1556,captured,2025-05-13T08:35:08,setl_pjBjCtsXlrgYOg
pay_30AxI79yLctiJL,order_xsQFnWcGO5L7yj,card,14500,290,52,captured,2025-05-13T20:16:59,setl_pjBjCtsXlrgYOg
pay_I2mpnLszwucA0W,order_UBpyMl4tgMNUnd,upi,93100,279,50,captured,2025-05-13T22:32:41,setl_pjBjCtsXlrgYOg
pay_dJvdOatgQ2GVWY,order_MNSuVLvKMYOvCE,upi,22600,68,12,captured,2025-05-13T09:54:40,setl_pjBjCtsXlrgYOg
pay_oIuNtEt8c2tkn8,order_dSw4wOxbSbwO9U,upi,49500,149,27,captured,2025-05-14T11:29:34,setl_Oz2WqDG2eWumM0
pay_92t6SY96MlFPbI,order_ZkDQmN0o3HKQBO,card,110600,2212,398,captured,2025-05-14T18:55:00,setl_Oz2WqDG2eWumM0
pay_3itVf5dRQErW2v,order_jLOBRr876oEmZf,netbanking,125400,2132,384,captured,2025-05-14T16:19:08,setl_Oz2WqDG2eWumM0
pay_9VHcsoOv4fsbAE,order_wbEmSu91fv9GIH,card,59700,1194,215,captured,2025-05-14T18:56:00,setl_Oz2WqDG2eWumM0
pay_ZgZQ9fuwozIY4Q,order_2AFY2f4GP9qdMa,upi,1017079,3051,549,captured,2025-05-14T18:28:43,setl_Oz2WqDG2eWumM0
pay_Z12PnPzDljeTKl,order_0YdNJVCxCeGIOt,upi,79300,238,43,captured,2025-05-14T08:50:13,setl_Oz2WqDG2eWumM0
pay_CNVz7WUuvx1Q1L,order_8fUCsNngyV7BvX,upi,20300,61,11,captured,2025-05-14T09:36:01,setl_Oz2WqDG2eWumM0
pay_SLpLx1xDuiGW5i,order_eZmZfKr9pl9JQ7,upi,469800,1409,254,captured,2025-05-14T17:16:37,setl_Oz2WqDG2eWumM0
pay_A1UnjIyQo3iwgo,order_eZmZfKr9pl9JQ7,card,469800,9396,1691,failed,2025-05-14T18:12:56,
pay_netssHGWAkg4on,order_pEMQ3WG2WCVPUX,upi,33100,99,18,captured,2025-05-14T08:28:48,setl_Oz2WqDG2eWumM0
pay_JuoxstepJub53V,order_SoKHwxKOhGh66l,netbanking,419400,7130,1283,captured,2025-05-15T14:18:23,setl_bXkglEtN1VDZc0
pay_PrcguC41t0z6Po,order_8uohY3zkhLGeAS,netbanking,53500,910,164,captured,2025-05-15T17:30:16,setl_bXkglEtN1VDZc0
pay_PpQUN7q01vGXhP,order_wcEHz3qj6OefFe,upi,590600,1772,319,captured,2025-05-15T17:11:30,setl_bXkglEtN1VDZc0
pay_EqEzm8I4r8OMEp,order_grHjUi9IWjJNAR,upi,168900,507,91,captured,2025-05-15T19:46:02,setl_bXkglEtN1VDZc0
pay_3RsvRBsTI4n064,order_8CfM8GiG5Q19bw,upi,1880400,5641,1015,captured,2025-05-15T14:53:56,setl_bXkglEtN1VDZc0
pay_41fXjVmGWPpqdI,order_VE4cNipsVtal3I,upi,34176,103,19,captured,2025-05-15T07:07:49,setl_bXkglEtN1VDZc0
pay_Rdx0xm5znoIEVt,order_wGsUZAv07TCy8c,wallet,36200,724,130,captured,2025-05-15T07:44:58,setl_bXkglEtN1VDZc0
pay_FyxoeNRoEZOxo8,order_NzgITQfFoDucbE,upi,97900,294,53,captured,2025-05-15T19:19:27,setl_bXkglEtN1VDZc0
pay_62gchq4sn9Bfh4,order_eCNAwF0koKAU87,upi,10200,31,6,captured,2025-05-15T11:25:53,setl_bXkglEtN1VDZc0
pay_fAPC9AF41H1vcZ,order_LmY1H1oIwaKKzB,upi,87900,264,48,captured,2025-05-15T19:29:20,setl_bXkglEtN1VDZc0
pay_dFafv8EUvCGnlT,order_Sn9LtMYGofd9V0,upi,212500,638,115,captured,2025-05-15T11:19:41,setl_bXkglEtN1VDZc0
pay_HhQAg1YCamNBQD,order_Stl8XKBngSdVfL,card,999609,19992,3599,captured,2025-05-16T12:47:40,setl_uq9Ql0HeACZEp5
pay_Ex9UtkOzcSOFXm,order_6bD7pi0ujphTrs,upi,1242900,3729,671,captured,2025-05-16T15:33:36,setl_XTSXES6E6pNBwN
pay_8XWc57m7haHerX,order_WVDJbQuWIELOtn,upi,24800,74,13,captured,2025-05-16T14:39:54,setl_XTSXES6E6pNBwN
pay_iNJO4vGPyGG2c0,order_SbsFtB7JHfSzPE,upi,249800,749,135,refunded,2025-05-16T13:31:28,
pay_ULVYlGaF53Yyik,order_m9YVhitALkbc4V,upi,18900,57,10,captured,2025-05-16T08:00:05,setl_XTSXES6E6pNBwN
pay_AsWfanFtlJCJHy,order_uKPdhewoSq99eT,upi,13300,40,7,captured,2025-05-16T08:08:35,setl_XTSXES6E6pNBwN
pay_zjAzcDmUtUGqLd,order_iw7i1T7oV6fceG,upi,10800,32,6,captured,2025-05-16T20:57:39,setl_XTSXES6E6pNBwN
pay_EpuFT3UTKATluD,order_Jx0LE02Govs2TZ,upi,55200,166,30,captured,2025-05-16T19:22:47,setl_XTSXES6E6pNBwN
pay_orGTJEwtTkjls7,order_WV1lX5UAJ1RSJi,upi,426700,1280,230,captured,2025-05-16T16:53:03,setl_XTSXES6E6pNBwN
pay_MWATYlOI07XH4g,order_fwT86ymC9JzgzH,upi,53284,160,29,captured,2025-05-16T07:06:26,setl_XTSXES6E6pNBwN
pay_Rkszu0gtafCBH3,order_J3XZfZzkUVVsP7,card,2346900,46938,8449,captured,2025-05-16T20:21:37,setl_uq9Ql0HeACZEp5
pay_A9iPu4Hiid62gI,order_q7IbpxilZLCapn,upi,13600,41,7,captured,2025-05-16T21:53:56,setl_XTSXES6E6pNBwN
pay_d2TirWEwEMxXLx,order_1in6rr9ooHV3T0,upi,387327,1162,209,captured,2025-05-16T08:18:09,setl_XTSXES6E6pNBwN
pay_8iqKBA6OzEGFgP,order_78wb8Ft4NSe3wH,netbanking,526100,8944,1610,captured,2025-05-17T12:58:25,setl_4DCGIBvlxPvyQX
pay_kAISx5Un260CEZ,order_NXWIAVZkRHDlTR,netbanking,1189400,20220,3640,captured,2025-05-17T10:23:14,setl_4DCGIBvlxPvyQX
pay_H7KfEi32reEvGp,order_FtERFqN6uxeVaX,upi,720200,2161,389,captured,2025-05-17T15:52:15,setl_4DCGIBvlxPvyQX
pay_TuC8NlDb4dpKBQ,order_yP8ZEK5vo8KAUh,card,165559,3311,596,captured,2025-05-17T18:12:20,setl_4DCGIBvlxPvyQX
pay_ciG5kEma1hccaC,order_6pk1a9DmRSctqO,card,22600,452,81,captured,2025-05-17T08:39:15,setl_4DCGIBvlxPvyQX
pay_EsHDhn8wJfJnCy,order_uFIQwBEDRHeHQb,netbanking,1163600,19781,3561,captured,2025-05-17T22:59:17,setl_4DCGIBvlxPvyQX
pay_LxF7NDV4jrPATs,order_203IZ357zEQweo,upi,168700,506,91,captured,2025-05-17T17:49:59,setl_4DCGIBvlxPvyQX
pay_FS0Nk8lsEc550B,order_vGONQdOQUHqFNM,upi,605431,1816,327,captured,2025-05-17T13:12:30,setl_4DCGIBvlxPvyQX
pay_NYrOblntdegw2j,order_CRCF5VQpBEo4O6,upi,208500,626,113,captured,2025-05-17T20:59:51,setl_4DCGIBvlxPvyQX
pay_M3RFYGbpcsAvvY,order_v1hTQD2ro05Aua,upi,832400,2497,449,captured,2025-05-17T22:25:53,setl_4DCGIBvlxPvyQX
pay_DINirqLzIyqBY5,order_u8RAvQUtc7469e,upi,51100,153,28,captured,2025-05-17T22:24:50,setl_4DCGIBvlxPvyQX
pay_k2NZMwXwWvqbUF,order_u8RAvQUtc7469e,card,51100,1022,184,captured,2025-05-17T23:34:50,setl_4DCGIBvlxPvyQX
pay_hi7HBWzYtiKWBO,order_cQimy4XZRDaCNF,upi,9900,30,5,captured,2025-05-17T15:11:08,setl_4DCGIBvlxPvyQX
pay_gZwUBOA3Xm1kwG,order_DVsqw0gy46orcW,card,1505800,30116,5421,captured,2025-05-17T08:00:18,setl_4DCGIBvlxPvyQX
pay_DV9F4OpOvc7eIw,order_DVsqw0gy46orcW,upi,1505800,4517,813,failed,2025-05-17T16:53:23,
pay_2kp7qfjMgwGbk5,order_NuGHCEmIcRBwVU,upi,1475900,4428,797,captured,2025-05-18T11:01:34,setl_8NHxZwfT3sxzmG
pay_BQOPVyoOw8eBz2,order_oUbN5X2xrrTsDb,upi,13900,42,8,captured,2025-05-18T07:45:31,setl_8NHxZwfT3sxzmG
pay_ycZe6XJY38PXFH,order_QBkzZ6stCXFDPR,card,986200,19724,3550,captured,2025-05-18T14:23:14,setl_8NHxZwfT3sxzmG
pay_WAf1kBxPxeRc4B,order_zfu5zpVyAx65NI,card,26500,530,95,captured,2025-05-18T16:11:45,setl_8NHxZwfT3sxzmG
pay_AdhpDIlnU5E9AS,order_VSy6jG8WeNDzlP,upi,28300,85,15,refunded,2025-05-18T20:58:55,
pay_zQKPwsX8X8rhie,order_Z4u5dqFlzumDv9,upi,191300,574,103,captured,2025-05-18T10:53:11,setl_8NHxZwfT3sxzmG
pay_eFwFYh0h2ksV7W,order_KpgHzEYyEAXNCm,upi,2285380,6856,1234,captured,2025-05-19T14:05:26,setl_w8jDzUTqhPXwVB
pay_5EPvzNkyrg8Tae,order_GbqePgSfNJB6JC,upi,920500,2762,497,captured,2025-05-19T17:17:40,setl_w8jDzUTqhPXwVB
pay_B8U58ZFQhGIlux,order_oxN5oki6bY0ZxI,upi,72300,217,39,captured,2025-05-19T07:53:41,setl_w8jDzUTqhPXwVB
pay_MvgBupkDRSPwud,order_wI91spxrkL7Dap,card,76300,1526,275,captured,2025-05-19T14:02:26,setl_w8jDzUTqhPXwVB
pay_HmygnT4G51Fq8p,order_FHVfq0KA2i0qkW,netbanking,1773500,30150,5427,captured,2025-05-19T14:12:47,setl_w8jDzUTqhPXwVB
pay_CTENxJS5PGsoVH,order_PvgyDFmMVcuzKH,upi,26709,80,14,captured,2025-05-19T18:37:08,setl_w8jDzUTqhPXwVB
pay_Vx9BG3ugASVjXt,order_R5dwsDl5jzS07d,upi,1438400,4315,777,captured,2025-05-19T21:07:52,setl_w8jDzUTqhPXwVB
pay_OXwmej0tdDb7hl,order_ZxUm1IiorrBaEd,upi,45100,135,24,captured,2025-05-19T17:39:31,setl_w8jDzUTqhPXwVB
pay_g9aaAZItL5TeN7,order_OT827E4ZLV1yb6,upi,26400,79,14,captured,2025-05-19T19:23:57,setl_w8jDzUTqhPXwVB
pay_3q27zTzvw88GaW,order_07evsf0g8deUPP,card,102400,2048,369,captured,2025-05-19T21:05:54,setl_w8jDzUTqhPXwVB
pay_fzWn7ZDtN2XgBF,order_li9ZURyguLoYa1,card,28426,569,102,captured,2025-05-19T10:54:10,setl_w8jDzUTqhPXwVB
pay_IGVmQu90RJYpkf,order_Sbl7X2nC3rXFlY,upi,-4088218,-12265,-2208,captured,2025-05-19T08:43:15,setl_w8jDzUTqhPXwVB
pay_7WNylPek1KmGFb,order_2SyXga4cSah21B,upi,27400,82,15,captured,2025-05-20T11:28:03,setl_PCpqGCg7BTt1n7
pay_xSk5BLDyik3OdA,order_S69gcpay2ghS2Z,upi,76800,230,41,captured,2025-05-20T21:26:10,setl_PCpqGCg7BTt1n7
pay_vsAkT2cJuG8lt2,order_7GpKemCPXObefo,upi,1632500,4898,882,captured,2025-05-20T16:14:56,setl_PCpqGCg7BTt1n7
pay_XvQQVUn3RvLtAw,order_TbBfrRlze6CirK,upi,74700,224,40,refunded,2025-05-20T21:50:13,
pay_zc93oCp7rjkbSm,order_NdG0mjcPjmGPPc,card,159657,3193,575,captured,2025-05-20T13:15:29,setl_PCpqGCg7BTt1n7
pay_DpDw6dss72VhEE,order_lO0yUyVbpIP5M3,upi,39800,119,21,captured,2025-05-20T10:21:35,setl_PCpqGCg7BTt1n7
pay_nOLfE9EUGafJG1,order_e2KRC1YVvm0iLb,upi,117800,353,64,captured,2025-05-20T11:36:04,setl_PCpqGCg7BTt1n7
pay_7Y1b6TsV2U3XAV,order_QX2f4YxL5Aav1T,card,53200,1064,192,captured,2025-05-21T22:08:09,setl_zkGYMq2dt30OrN
pay_h9o40COuJgDyDn,order_LIzFnRQ3SH3SN6,upi,2761891,8286,1491,captured,2025-05-21T08:27:46,setl_zkGYMq2dt30OrN
pay_Trp6NKFVnsLiAD,order_beRYDbig0sa0mB,card,335000,6700,1206,captured,2025-05-21T14:44:32,setl_zkGYMq2dt30OrN
pay_EVzNgArR4UQKPz,order_pdmFHbVeg8QOJT,card,1806400,36128,6503,captured,2025-05-21T14:58:38,setl_zkGYMq2dt30OrN
pay_HeXTgCBvR0ngBH,order_PGNeAGzHo7tQiw,card,201400,4028,725,captured,2025-05-21T10:47:48,setl_zkGYMq2dt30OrN
pay_trVtFjv91yXmQ1,order_uzfOUC0knwNRhW,upi,22300,67,12,captured,2025-05-21T20:38:24,setl_zkGYMq2dt30OrN
pay_7ymtf0JrWH6Vnv,order_QiW5G25WGgp3Ay,netbanking,1720300,29245,5264,captured,2025-05-21T14:56:37,setl_zkGYMq2dt30OrN
pay_18itgJ6y5mNfNV,order_ZUem0FAYzQ0Ssy,upi,19700,59,11,captured,2025-05-21T16:03:18,setl_zkGYMq2dt30OrN
pay_ECFKa5ij0ftt3E,order_LkOAuRVeyqJy1r,card,1952100,39042,7028,captured,2025-05-21T10:39:58,setl_zkGYMq2dt30OrN
pay_MmyuWUmnc8p5pL,order_CEJuZu6QVXr5Gu,upi,534500,1604,289,captured,2025-05-21T20:47:26,setl_zkGYMq2dt30OrN
pay_d1yLti8aARgt5r,order_e60ed40BkPgh6g,card,48800,976,176,captured,2025-05-22T18:22:00,setl_0Letj9yrokVRIP
pay_RcW9m5Knfn06jF,order_JLTIRkY5UCXvqu,card,1443500,28870,5197,captured,2025-05-22T12:16:20,setl_0Letj9yrokVRIP
pay_LIORvee8qVtDYp,order_3oNIGm8WoqDV63,upi,831300,2494,449,captured,2025-05-22T08:01:06,setl_0Letj9yrokVRIP
pay_gK3lnaYLkqVRrj,order_8oVVpMONXVaSay,card,46500,930,167,captured,2025-05-22T17:08:38,setl_0Letj9yrokVRIP
pay_7LS2Rd0MAFuyhu,order_pciaghHRT8pGf3,upi,8400,25,5,captured,2025-05-22T09:57:54,setl_0Letj9yrokVRIP
pay_3jaDLQXL5gv4HB,order_65aLynMlteovLe,upi,85100,255,46,refunded,2025-05-22T16:57:11,
pay_HRy0soSOgovxho,order_GKllQTjV8VclNk,card,147514,2950,531,refunded,2025-05-22T22:15:46,
pay_BjWlmkWS0nux0C,order_pPrTBCDBpK8dFs,card,45500,910,164,captured,2025-05-22T21:37:36,setl_0Letj9yrokVRIP
pay_QhF6OMqE49dWEp,order_1vNRByLU3I3zzd,upi,2153200,6460,1163,captured,2025-05-22T15:17:58,setl_0Letj9yrokVRIP
pay_vK5LzFGg2AGLXn,order_AuITVN5vzxihLt,netbanking,676100,11494,2069,captured,2025-05-23T16:41:27,setl_ThfRnt3B1d0VhM
pay_sg86L2n7iCuAvM,order_vXTcgrPzYRCt0g,card,1584500,31690,5704,captured,2025-05-23T17:22:38,setl_ThfRnt3B1d0VhM
pay_zMHI18EjjQO1lq,order_xd0HzC7C8x1LXU,upi,208200,625,113,captured,2025-05-23T08:39:30,setl_ThfRnt3B1d0VhM
pay_DmM1NI8YRt4AuF,order_iIuMOq5LqpQBDP,upi,171800,515,93,captured,2025-05-23T13:34:58,setl_ThfRnt3B1d0VhM
pay_IaQg5RSzsVEjAv,order_1KgxdhXpPK2CwK,upi,265300,796,143,captured,2025-05-23T21:18:23,setl_ThfRnt3B1d0VhM
pay_PKDnAs9lo5vWxw,order_OG85jh5FmblvcS,upi,253600,761,137,captured,2025-05-23T19:24:51,setl_ThfRnt3B1d0VhM
pay_LjfGVOW36BakoY,order_Vlf2Ihl5hglpxE,card,36000,720,130,captured,2025-05-23T12:31:10,setl_ThfRnt3B1d0VhM
pay_A9VycIpBdAKED6,order_SuY9Gb9FyHfIMi,card,41529,831,150,captured,2025-05-23T19:58:56,setl_ThfRnt3B1d0VhM
pay_mjML8LouLJOLvT,order_mVoPcsNr6CUD8B,netbanking,84400,1435,258,captured,2025-05-23T07:36:27,setl_ThfRnt3B1d0VhM
pay_9yhGHzwpf8Bzz2,order_4JdjXcdsxrgf1l,upi,124700,374,67,captured,2025-05-23T13:02:17,setl_ThfRnt3B1d0VhM
pay_ZaKVeoaHFM6aHO,order_5WQeCI0ytHWE67,upi,41000,123,22,captured,2025-05-24T14:53:33,setl_J2PMBkXBpQ0QcT
pay_lw7RtVmNJCmmXH,order_S6bxesl8fUjL1Q,netbanking,1492800,25378,4568,captured,2025-05-24T12:26:37,setl_71LwpeWkyrPT0d
pay_QRnNlN856N4kfX,order_9Q8v4pYyRXgp2K,upi,12000,36,6,captured,2025-05-24T08:41:31,setl_J2PMBkXBpQ0QcT
pay_9JpMbQIviFX4pE,order_gg42iEpMfU1ym9,netbanking,29600,503,91,captured,2025-05-24T17:18:31,setl_71LwpeWkyrPT0d
pay_Yndt2mt8JE08ZH,order_uc3Y051ZDDN89Y,upi,14200,43,8,captured,2025-05-24T14:27:13,setl_J2PMBkXBpQ0QcT
pay_JWsvue1jhRsJh8,order_LWVZmRrKL4Rrqo,upi,26200,79,14,captured,2025-05-24T17:02:23,setl_J2PMBkXBpQ0QcT
pay_LlzvxL4uxmcJgi,order_PhbZIapIS11wWR,card,127700,2554,460,captured,2025-05-24T10:37:34,setl_71LwpeWkyrPT0d
pay_LOogoBiOtt9WNY,order_DafszWrfhsiOte,upi,23200,70,13,captured,2025-05-24T11:35:48,setl_J2PMBkXBpQ0QcT
pay_n4AXNTGajjX7n4,order_goiU9Iibnu05kD,card,39600,792,143,captured,2025-05-24T22:55:24,setl_71LwpeWkyrPT0d
pay_6MTf1osUJxufbO,order_7062Y8u6ZaligO,upi,146700,440,79,captured,2025-05-24T13:35:53,setl_J2PMBkXBpQ0QcT
pay_1vGo9DgKMBRdPr,order_Ldb92iJxwu1YYW,card,690900,13818,2487,captured,2025-05-24T22:31:12,setl_71LwpeWkyrPT0d
pay_TiGQZ73tDzlHkP,order_NdZKlITVW3ymyK,upi,20300,61,11,captured,2025-05-24T19:18:02,setl_J2PMBkXBpQ0QcT
pay_JrZXOirK1Q9U4p,order_o1Quwa5132NBAG,card,1812500,36250,6525,captured,2025-05-24T10:33:53,setl_71LwpeWkyrPT0d
pay_hlxHpHnH3e7Bzw,order_mwjZRc1UYqLqcD,card,951800,19036,3426,captured,2025-05-25T21:54:57,setl_ciyVqcLWrN0Hl8
pay_OGqIoIjoDiLLdG,order_mwjZRc1UYqLqcD,netbanking,951800,16181,2913,failed,2025-05-25T21:44:17,
pay_hnfSg6njr02vri,order_lj3ekzVZleuIDC,upi,19600,59,11,captured,2025-05-25T17:04:01,setl_ciyVqcLWrN0Hl8
pay_yOmEHeYF0Meoy5,order_5fTV12a0g1N1mr,upi,55500,167,30,captured,2025-05-25T15:39:45,setl_ciyVqcLWrN0Hl8
pay_SI4uMKyYcn0qJj,order_EFVZR3E4NoHw9f,wallet,126400,2528,455,captured,2025-05-25T11:40:39,setl_ciyVqcLWrN0Hl8
pay_hTY8v9MdcBVsgE,order_WfBOxAEbtxLHFY,upi,14839,45,8,captured,2025-05-25T07:09:05,setl_ciyVqcLWrN0Hl8
pay_10tFNrcTMcUorC,order_qK7HxdR5rW2XkO,card,72200,1444,260,captured,2025-05-26T11:15:43,setl_pkUKsD3gdPcVxQ
pay_8ecgV7elFB5Nc1,order_wt4zjqoopTHDYn,card,183456,3669,660,captured,2025-05-26T20:15:04,setl_pkUKsD3gdPcVxQ
pay_SJEtN5WmTtERLO,order_9Ds7HzaJ1zRqj3,upi,26000,78,14,captured,2025-05-26T11:48:05,setl_pkUKsD3gdPcVxQ
pay_ocw3fm5TZUoKI5,order_AX0DfwgU3Pkcqt,upi,37600,113,20,captured,2025-05-26T09:43:35,setl_pkUKsD3gdPcVxQ
pay_u5PBWzfHm1HwaO,order_bnx3O3sdOgcY1b,upi,48468,145,26,captured,2025-05-26T17:58:43,setl_pkUKsD3gdPcVxQ
pay_li4bEAN8MmVinb,order_WR23S2OdW69qyD,card,33500,670,121,captured,2025-05-26T17:49:05,setl_pkUKsD3gdPcVxQ
pay_uqMpcUFoJlAjoV,order_VJgfTQI4FRVTgk,upi,89600,269,48,captured,2025-05-26T13:39:17,setl_pkUKsD3gdPcVxQ
pay_JOAioujMEQi48K,order_23GuTVMpD1kTVN,upi,-200860,-603,-109,captured,2025-05-26T09:49:13,setl_pkUKsD3gdPcVxQ
pay_Q6shUpmDy9KoFk,order_OTj84gVc65uoXu,card,579100,11582,2085,captured,2025-05-27T16:44:49,setl_FSGyHOANDrzj2U
pay_5QgCD8sAVY8oVe,order_OTj84gVc65uoXu,upi,579100,1737,313,failed,2025-05-27T11:54:28,
pay_QOCqg63H4IkSHc,order_rTbpjq15KFPNXA,upi,253117,759,137,captured,2025-05-27T12:47:17,setl_haAaQMnAH8n7pq
pay_vUiRjrIIVIo36A,order_7RITelkc5pF4k4,upi,318500,956,172,captured,2025-05-27T22:07:15,setl_haAaQMnAH8n7pq
pay_AB1PmKezaLiwsd,order_eVVtGgitFPE1pi,upi,350800,1052,189,captured,2025-05-27T20:45:08,setl_haAaQMnAH8n7pq
pay_QPLq8OC4RmFI35,order_61qIWl4Vor1FPw,card,27400,548,99,captured,2025-05-27T09:29:22,setl_FSGyHOANDrzj2U
